State,Region Type,Region,Time,Frequency,Country of Birth of Person,Sex,Value,Flags
"Australian Capital Territory","Statistical Area Level 2","Chapman","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",180,
"Australian Capital Territory","Statistical Area Level 2","Duffy","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",167,
"Australian Capital Territory","Statistical Area Level 2","Fisher","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",154,
"Australian Capital Territory","Statistical Area Level 2","Holder","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",153,
"Australian Capital Territory","Statistical Area Level 2","Rivett","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",189,
"Australian Capital Territory","Statistical Area Level 2","Stirling","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",103,
"Australian Capital Territory","Statistical Area Level 2","Waramanga","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",136,
"Australian Capital Territory","Statistical Area Level 2","Weston","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",207,
"Australian Capital Territory","Statistical Area Level 3","Woden","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",1844,
"Australian Capital Territory","Statistical Area Level 2","Chifley","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",113,
"Australian Capital Territory","Statistical Area Level 2","Curtin","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",334,
"Australian Capital Territory","Statistical Area Level 2","Farrer","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",204,
"Australian Capital Territory","Statistical Area Level 2","Garran","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",197,
"Australian Capital Territory","Statistical Area Level 2","Hughes","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",192,
"Australian Capital Territory","Statistical Area Level 2","Isaacs","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",128,
"Australian Capital Territory","Statistical Area Level 2","Lyons (ACT)","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",132,
"Australian Capital Territory","Statistical Area Level 2","Mawson","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",153,
"Australian Capital Territory","Statistical Area Level 2","O'Malley","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",42,
"Australian Capital Territory","Statistical Area Level 2","Pearce","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",139,
"Australian Capital Territory","Statistical Area Level 2","Phillip","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",110,
"Australian Capital Territory","Statistical Area Level 2","Torrens","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",97,
"Australian Capital Territory","Statistical Area Level 4","Migratory - Offshore - Shipping (ACT)","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (ACT)","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Migratory - Offshore - Shipping (ACT)","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",0,
"Australian Capital Territory","Statistical Area Level 4","Special Purpose Codes SA4 (ACT)","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",33,
"Australian Capital Territory","Statistical Area Level 3","Special Purpose Codes SA3 (ACT)","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",32,
"Australian Capital Territory","Statistical Area Level 2","No usual address (ACT)","2011","Annual","United Kingdom, Channel Islands and Isle of Man(d)","Persons",31,
"Australian Capital Territory","States and Territories","Australian Capital Territory","2011","Annual","United States of America","Persons",2414,
"Australian Capital Territory","Statistical Area Level 4","Australian Capital Territory","2011","Annual","United States of America","Persons",2402,
"Australian Capital Territory","Statistical Area Level 3","Belconnen","2011","Annual","United States of America","Persons",571,
"Australian Capital Territory","Statistical Area Level 2","Aranda","2011","Annual","United States of America","Persons",42,
"Australian Capital Territory","Statistical Area Level 2","Belconnen","2011","Annual","United States of America","Persons",37,
"Australian Capital Territory","Statistical Area Level 2","Bruce","2011","Annual","United States of America","Persons",38,
"Australian Capital Territory","Statistical Area Level 2","Charnwood","2011","Annual","United States of America","Persons",11,
"Australian Capital Territory","Statistical Area Level 2","Cook","2011","Annual","United States of America","Persons",33,
"Australian Capital Territory","Statistical Area Level 2","Dunlop","2011","Annual","United States of America","Persons",29,
"Australian Capital Territory","Statistical Area Level 2","Evatt","2011","Annual","United States of America","Persons",33,
"Australian Capital Territory","Statistical Area Level 2","Florey","2011","Annual","United States of America","Persons",25,
"Australian Capital Territory","Statistical Area Level 2","Flynn (ACT)","2011","Annual","United States of America","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Fraser","2011","Annual","United States of America","Persons",9,
"Australian Capital Territory","Statistical Area Level 2","Giralang","2011","Annual","United States of America","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Gooromon","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hawker","2011","Annual","United States of America","Persons",29,
"Australian Capital Territory","Statistical Area Level 2","Higgins","2011","Annual","United States of America","Persons",19,
"Australian Capital Territory","Statistical Area Level 2","Holt","2011","Annual","United States of America","Persons",21,
"Australian Capital Territory","Statistical Area Level 2","Kaleen","2011","Annual","United States of America","Persons",42,
"Australian Capital Territory","Statistical Area Level 2","Latham","2011","Annual","United States of America","Persons",27,
"Australian Capital Territory","Statistical Area Level 2","Lawson","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Macgregor (ACT)","2011","Annual","United States of America","Persons",21,
"Australian Capital Territory","Statistical Area Level 2","Macquarie","2011","Annual","United States of America","Persons",23,
"Australian Capital Territory","Statistical Area Level 2","McKellar","2011","Annual","United States of America","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Melba","2011","Annual","United States of America","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Page","2011","Annual","United States of America","Persons",20,
"Australian Capital Territory","Statistical Area Level 2","Scullin","2011","Annual","United States of America","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Spence","2011","Annual","United States of America","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Weetangera","2011","Annual","United States of America","Persons",38,
"Australian Capital Territory","Statistical Area Level 3","Cotter - Namadgi","2011","Annual","United States of America","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","ACT - South West","2011","Annual","United States of America","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Molonglo","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Namadgi","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Fyshwick - Pialligo - Hume","2011","Annual","United States of America","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","ACT - East","2011","Annual","United States of America","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Hume","2011","Annual","United States of America","Persons",5,
"Australian Capital Territory","Statistical Area Level 2","Kowen","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Majura","2011","Annual","United States of America","Persons",3,
"Australian Capital Territory","Statistical Area Level 3","Gungahlin","2011","Annual","United States of America","Persons",281,
"Australian Capital Territory","Statistical Area Level 2","Amaroo","2011","Annual","United States of America","Persons",24,
"Australian Capital Territory","Statistical Area Level 2","Bonner","2011","Annual","United States of America","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Casey","2011","Annual","United States of America","Persons",5,
"Australian Capital Territory","Statistical Area Level 2","Crace","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Forde","2011","Annual","United States of America","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Franklin","2011","Annual","United States of America","Persons",47,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin","2011","Annual","United States of America","Persons",32,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin - East","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin - West","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hall","2011","Annual","United States of America","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Harrison","2011","Annual","United States of America","Persons",29,
"Australian Capital Territory","Statistical Area Level 2","Mitchell","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Ngunnawal","2011","Annual","United States of America","Persons",40,
"Australian Capital Territory","Statistical Area Level 2","Nicholls","2011","Annual","United States of America","Persons",59,
"Australian Capital Territory","Statistical Area Level 2","Palmerston","2011","Annual","United States of America","Persons",21,
"Australian Capital Territory","Statistical Area Level 3","North Canberra","2011","Annual","United States of America","Persons",477,
"Australian Capital Territory","Statistical Area Level 2","Acton","2011","Annual","United States of America","Persons",24,
"Australian Capital Territory","Statistical Area Level 2","Ainslie","2011","Annual","United States of America","Persons",62,
"Australian Capital Territory","Statistical Area Level 2","Braddon","2011","Annual","United States of America","Persons",34,
"Australian Capital Territory","Statistical Area Level 2","Campbell","2011","Annual","United States of America","Persons",39,
"Australian Capital Territory","Statistical Area Level 2","Civic","2011","Annual","United States of America","Persons",35,
"Australian Capital Territory","Statistical Area Level 2","Dickson","2011","Annual","United States of America","Persons",24,
"Australian Capital Territory","Statistical Area Level 2","Downer","2011","Annual","United States of America","Persons",27,
"Australian Capital Territory","Statistical Area Level 2","Hackett","2011","Annual","United States of America","Persons",30,
"Australian Capital Territory","Statistical Area Level 2","Lyneham","2011","Annual","United States of America","Persons",40,
"Australian Capital Territory","Statistical Area Level 2","O'Connor (ACT)","2011","Annual","United States of America","Persons",70,
"Australian Capital Territory","Statistical Area Level 2","Reid","2011","Annual","United States of America","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Turner","2011","Annual","United States of America","Persons",34,
"Australian Capital Territory","Statistical Area Level 2","Watson","2011","Annual","United States of America","Persons",35,
"Australian Capital Territory","Statistical Area Level 3","South Canberra","2011","Annual","United States of America","Persons",257,
"Australian Capital Territory","Statistical Area Level 2","Deakin","2011","Annual","United States of America","Persons",32,
"Australian Capital Territory","Statistical Area Level 2","Forrest","2011","Annual","United States of America","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Griffith (ACT)","2011","Annual","United States of America","Persons",33,
"Australian Capital Territory","Statistical Area Level 2","Kingston - Barton","2011","Annual","United States of America","Persons",57,
"Australian Capital Territory","Statistical Area Level 2","Lake Burley Griffin","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Narrabundah","2011","Annual","United States of America","Persons",60,
"Australian Capital Territory","Statistical Area Level 2","Parkes (ACT)","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Red Hill (ACT)","2011","Annual","United States of America","Persons",31,
"Australian Capital Territory","Statistical Area Level 2","Yarralumla","2011","Annual","United States of America","Persons",35,
"Australian Capital Territory","Statistical Area Level 3","Tuggeranong","2011","Annual","United States of America","Persons",397,
"Australian Capital Territory","Statistical Area Level 2","Banks","2011","Annual","United States of America","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Bonython","2011","Annual","United States of America","Persons",22,
"Australian Capital Territory","Statistical Area Level 2","Calwell","2011","Annual","United States of America","Persons",22,
"Australian Capital Territory","Statistical Area Level 2","Chisholm","2011","Annual","United States of America","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Conder","2011","Annual","United States of America","Persons",20,
"Australian Capital Territory","Statistical Area Level 2","Fadden","2011","Annual","United States of America","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Gilmore","2011","Annual","United States of America","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Gordon (ACT)","2011","Annual","United States of America","Persons",49,
"Australian Capital Territory","Statistical Area Level 2","Gowrie (ACT)","2011","Annual","United States of America","Persons",11,
"Australian Capital Territory","Statistical Area Level 2","Greenway","2011","Annual","United States of America","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Isabella Plains","2011","Annual","United States of America","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Kambah","2011","Annual","United States of America","Persons",95,
"Australian Capital Territory","Statistical Area Level 2","Macarthur","2011","Annual","United States of America","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Monash","2011","Annual","United States of America","Persons",32,
"Australian Capital Territory","Statistical Area Level 2","Mount Taylor","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Oxley (ACT)","2011","Annual","United States of America","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Richardson","2011","Annual","United States of America","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Theodore","2011","Annual","United States of America","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Tuggeranong","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Wanniassa","2011","Annual","United States of America","Persons",38,
"Australian Capital Territory","Statistical Area Level 3","Weston Creek","2011","Annual","United States of America","Persons",156,
"Australian Capital Territory","Statistical Area Level 2","Chapman","2011","Annual","United States of America","Persons",26,
"Australian Capital Territory","Statistical Area Level 2","Duffy","2011","Annual","United States of America","Persons",25,
"Australian Capital Territory","Statistical Area Level 2","Fisher","2011","Annual","United States of America","Persons",18,
"Australian Capital Territory","Statistical Area Level 2","Holder","2011","Annual","United States of America","Persons",15,
"Australian Capital Territory","Statistical Area Level 2","Rivett","2011","Annual","United States of America","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Stirling","2011","Annual","United States of America","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Waramanga","2011","Annual","United States of America","Persons",23,
"Australian Capital Territory","Statistical Area Level 2","Weston","2011","Annual","United States of America","Persons",20,
"Australian Capital Territory","Statistical Area Level 3","Woden","2011","Annual","United States of America","Persons",252,
"Australian Capital Territory","Statistical Area Level 2","Chifley","2011","Annual","United States of America","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Curtin","2011","Annual","United States of America","Persons",40,
"Australian Capital Territory","Statistical Area Level 2","Farrer","2011","Annual","United States of America","Persons",29,
"Australian Capital Territory","Statistical Area Level 2","Garran","2011","Annual","United States of America","Persons",23,
"Australian Capital Territory","Statistical Area Level 2","Hughes","2011","Annual","United States of America","Persons",21,
"Australian Capital Territory","Statistical Area Level 2","Isaacs","2011","Annual","United States of America","Persons",29,
"Australian Capital Territory","Statistical Area Level 2","Lyons (ACT)","2011","Annual","United States of America","Persons",13,
"Australian Capital Territory","Statistical Area Level 2","Mawson","2011","Annual","United States of America","Persons",20,
"Australian Capital Territory","Statistical Area Level 2","O'Malley","2011","Annual","United States of America","Persons",13,
"Australian Capital Territory","Statistical Area Level 2","Pearce","2011","Annual","United States of America","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Phillip","2011","Annual","United States of America","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Torrens","2011","Annual","United States of America","Persons",19,
"Australian Capital Territory","Statistical Area Level 4","Migratory - Offshore - Shipping (ACT)","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (ACT)","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Migratory - Offshore - Shipping (ACT)","2011","Annual","United States of America","Persons",0,
"Australian Capital Territory","Statistical Area Level 4","Special Purpose Codes SA4 (ACT)","2011","Annual","United States of America","Persons",11,
"Australian Capital Territory","Statistical Area Level 3","Special Purpose Codes SA3 (ACT)","2011","Annual","United States of America","Persons",9,
"Australian Capital Territory","Statistical Area Level 2","No usual address (ACT)","2011","Annual","United States of America","Persons",9,
"Australian Capital Territory","States and Territories","Australian Capital Territory","2011","Annual","Vietnam","Persons",2956,
"Australian Capital Territory","Statistical Area Level 4","Australian Capital Territory","2011","Annual","Vietnam","Persons",2957,
"Australian Capital Territory","Statistical Area Level 3","Belconnen","2011","Annual","Vietnam","Persons",930,
"Australian Capital Territory","Statistical Area Level 2","Aranda","2011","Annual","Vietnam","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Belconnen","2011","Annual","Vietnam","Persons",71,
"Australian Capital Territory","Statistical Area Level 2","Bruce","2011","Annual","Vietnam","Persons",85,
"Australian Capital Territory","Statistical Area Level 2","Charnwood","2011","Annual","Vietnam","Persons",21,
"Australian Capital Territory","Statistical Area Level 2","Cook","2011","Annual","Vietnam","Persons",13,
"Australian Capital Territory","Statistical Area Level 2","Dunlop","2011","Annual","Vietnam","Persons",82,
"Australian Capital Territory","Statistical Area Level 2","Evatt","2011","Annual","Vietnam","Persons",52,
"Australian Capital Territory","Statistical Area Level 2","Florey","2011","Annual","Vietnam","Persons",154,
"Australian Capital Territory","Statistical Area Level 2","Flynn (ACT)","2011","Annual","Vietnam","Persons",9,
"Australian Capital Territory","Statistical Area Level 2","Fraser","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Giralang","2011","Annual","Vietnam","Persons",24,
"Australian Capital Territory","Statistical Area Level 2","Gooromon","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hawker","2011","Annual","Vietnam","Persons",28,
"Australian Capital Territory","Statistical Area Level 2","Higgins","2011","Annual","Vietnam","Persons",35,
"Australian Capital Territory","Statistical Area Level 2","Holt","2011","Annual","Vietnam","Persons",24,
"Australian Capital Territory","Statistical Area Level 2","Kaleen","2011","Annual","Vietnam","Persons",116,
"Australian Capital Territory","Statistical Area Level 2","Latham","2011","Annual","Vietnam","Persons",23,
"Australian Capital Territory","Statistical Area Level 2","Lawson","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Macgregor (ACT)","2011","Annual","Vietnam","Persons",24,
"Australian Capital Territory","Statistical Area Level 2","Macquarie","2011","Annual","Vietnam","Persons",45,
"Australian Capital Territory","Statistical Area Level 2","McKellar","2011","Annual","Vietnam","Persons",48,
"Australian Capital Territory","Statistical Area Level 2","Melba","2011","Annual","Vietnam","Persons",11,
"Australian Capital Territory","Statistical Area Level 2","Page","2011","Annual","Vietnam","Persons",21,
"Australian Capital Territory","Statistical Area Level 2","Scullin","2011","Annual","Vietnam","Persons",18,
"Australian Capital Territory","Statistical Area Level 2","Spence","2011","Annual","Vietnam","Persons",11,
"Australian Capital Territory","Statistical Area Level 2","Weetangera","2011","Annual","Vietnam","Persons",7,
"Australian Capital Territory","Statistical Area Level 3","Cotter - Namadgi","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","ACT - South West","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Molonglo","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Namadgi","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Fyshwick - Pialligo - Hume","2011","Annual","Vietnam","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","ACT - East","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hume","2011","Annual","Vietnam","Persons",5,
"Australian Capital Territory","Statistical Area Level 2","Kowen","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Majura","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Gungahlin","2011","Annual","Vietnam","Persons",727,
"Australian Capital Territory","Statistical Area Level 2","Amaroo","2011","Annual","Vietnam","Persons",45,
"Australian Capital Territory","Statistical Area Level 2","Bonner","2011","Annual","Vietnam","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Casey","2011","Annual","Vietnam","Persons",9,
"Australian Capital Territory","Statistical Area Level 2","Crace","2011","Annual","Vietnam","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Forde","2011","Annual","Vietnam","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Franklin","2011","Annual","Vietnam","Persons",103,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin","2011","Annual","Vietnam","Persons",130,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin - East","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin - West","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hall","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Harrison","2011","Annual","Vietnam","Persons",67,
"Australian Capital Territory","Statistical Area Level 2","Mitchell","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Ngunnawal","2011","Annual","Vietnam","Persons",111,
"Australian Capital Territory","Statistical Area Level 2","Nicholls","2011","Annual","Vietnam","Persons",89,
"Australian Capital Territory","Statistical Area Level 2","Palmerston","2011","Annual","Vietnam","Persons",130,
"Australian Capital Territory","Statistical Area Level 3","North Canberra","2011","Annual","Vietnam","Persons",460,
"Australian Capital Territory","Statistical Area Level 2","Acton","2011","Annual","Vietnam","Persons",19,
"Australian Capital Territory","Statistical Area Level 2","Ainslie","2011","Annual","Vietnam","Persons",54,
"Australian Capital Territory","Statistical Area Level 2","Braddon","2011","Annual","Vietnam","Persons",138,
"Australian Capital Territory","Statistical Area Level 2","Campbell","2011","Annual","Vietnam","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Civic","2011","Annual","Vietnam","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Dickson","2011","Annual","Vietnam","Persons",20,
"Australian Capital Territory","Statistical Area Level 2","Downer","2011","Annual","Vietnam","Persons",31,
"Australian Capital Territory","Statistical Area Level 2","Hackett","2011","Annual","Vietnam","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Lyneham","2011","Annual","Vietnam","Persons",61,
"Australian Capital Territory","Statistical Area Level 2","O'Connor (ACT)","2011","Annual","Vietnam","Persons",32,
"Australian Capital Territory","Statistical Area Level 2","Reid","2011","Annual","Vietnam","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Turner","2011","Annual","Vietnam","Persons",39,
"Australian Capital Territory","Statistical Area Level 2","Watson","2011","Annual","Vietnam","Persons",31,
"Australian Capital Territory","Statistical Area Level 3","South Canberra","2011","Annual","Vietnam","Persons",102,
"Australian Capital Territory","Statistical Area Level 2","Deakin","2011","Annual","Vietnam","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Forrest","2011","Annual","Vietnam","Persons",9,
"Australian Capital Territory","Statistical Area Level 2","Griffith (ACT)","2011","Annual","Vietnam","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Kingston - Barton","2011","Annual","Vietnam","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Lake Burley Griffin","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Narrabundah","2011","Annual","Vietnam","Persons",26,
"Australian Capital Territory","Statistical Area Level 2","Parkes (ACT)","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Red Hill (ACT)","2011","Annual","Vietnam","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Yarralumla","2011","Annual","Vietnam","Persons",7,
"Australian Capital Territory","Statistical Area Level 3","Tuggeranong","2011","Annual","Vietnam","Persons",542,
"Australian Capital Territory","Statistical Area Level 2","Banks","2011","Annual","Vietnam","Persons",28,
"Australian Capital Territory","Statistical Area Level 2","Bonython","2011","Annual","Vietnam","Persons",62,
"Australian Capital Territory","Statistical Area Level 2","Calwell","2011","Annual","Vietnam","Persons",30,
"Australian Capital Territory","Statistical Area Level 2","Chisholm","2011","Annual","Vietnam","Persons",28,
"Australian Capital Territory","Statistical Area Level 2","Conder","2011","Annual","Vietnam","Persons",26,
"Australian Capital Territory","Statistical Area Level 2","Fadden","2011","Annual","Vietnam","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Gilmore","2011","Annual","Vietnam","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Gordon (ACT)","2011","Annual","Vietnam","Persons",50,
"Australian Capital Territory","Statistical Area Level 2","Gowrie (ACT)","2011","Annual","Vietnam","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Greenway","2011","Annual","Vietnam","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Isabella Plains","2011","Annual","Vietnam","Persons",67,
"Australian Capital Territory","Statistical Area Level 2","Kambah","2011","Annual","Vietnam","Persons",55,
"Australian Capital Territory","Statistical Area Level 2","Macarthur","2011","Annual","Vietnam","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Monash","2011","Annual","Vietnam","Persons",66,
"Australian Capital Territory","Statistical Area Level 2","Mount Taylor","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Oxley (ACT)","2011","Annual","Vietnam","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Richardson","2011","Annual","Vietnam","Persons",25,
"Australian Capital Territory","Statistical Area Level 2","Theodore","2011","Annual","Vietnam","Persons",19,
"Australian Capital Territory","Statistical Area Level 2","Tuggeranong","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Wanniassa","2011","Annual","Vietnam","Persons",23,
"Australian Capital Territory","Statistical Area Level 3","Weston Creek","2011","Annual","Vietnam","Persons",45,
"Australian Capital Territory","Statistical Area Level 2","Chapman","2011","Annual","Vietnam","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Duffy","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Fisher","2011","Annual","Vietnam","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Holder","2011","Annual","Vietnam","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Rivett","2011","Annual","Vietnam","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Stirling","2011","Annual","Vietnam","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Waramanga","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Weston","2011","Annual","Vietnam","Persons",9,
"Australian Capital Territory","Statistical Area Level 3","Woden","2011","Annual","Vietnam","Persons",147,
"Australian Capital Territory","Statistical Area Level 2","Chifley","2011","Annual","Vietnam","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Curtin","2011","Annual","Vietnam","Persons",15,
"Australian Capital Territory","Statistical Area Level 2","Farrer","2011","Annual","Vietnam","Persons",11,
"Australian Capital Territory","Statistical Area Level 2","Garran","2011","Annual","Vietnam","Persons",11,
"Australian Capital Territory","Statistical Area Level 2","Hughes","2011","Annual","Vietnam","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Isaacs","2011","Annual","Vietnam","Persons",24,
"Australian Capital Territory","Statistical Area Level 2","Lyons (ACT)","2011","Annual","Vietnam","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Mawson","2011","Annual","Vietnam","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","O'Malley","2011","Annual","Vietnam","Persons",20,
"Australian Capital Territory","Statistical Area Level 2","Pearce","2011","Annual","Vietnam","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Phillip","2011","Annual","Vietnam","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Torrens","2011","Annual","Vietnam","Persons",6,
"Australian Capital Territory","Statistical Area Level 4","Migratory - Offshore - Shipping (ACT)","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (ACT)","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Migratory - Offshore - Shipping (ACT)","2011","Annual","Vietnam","Persons",0,
"Australian Capital Territory","Statistical Area Level 4","Special Purpose Codes SA4 (ACT)","2011","Annual","Vietnam","Persons",0,
